comment_data,comment_head,comment_rate,comment_url,movie_id,movie_name,people_name
"
         微信公众号：moviesss 首发于 MOViE木卫  写在前面： 奥斯卡是个表彰荣誉，而不是好坏的唯一标准，更不能作为打分参照标准。 在致敬逝世影人环节，树木希林这样的，就完全不被考虑在列。但在刚结束的日本电影学院奖，这个事情就被专门悼念。 颁发给《绿皮书》或《罗马》，一样有人要骂，老白男蠢，结果不公。那请问，有哪届得奖名单，上面所有获奖者是绝对公平的？指环王横扫那一年？ 所以问题根本不在奥斯卡怎么发，而是你自己，到底对这些电影感兴趣嘛。好比我问你，1998年，你最喜欢的电影是什么？很多人一下子估计答不上来。你喜欢皇后乐队，那么，你可以关注《波西米亚狂想曲》。你偏重摄影，那么，大银幕的《罗马》也许是你的选择。你喜欢它，或者讨厌它，最重要的是这个。 这部电影就是炸鸡？ 对美国大陆来说，19世纪最大事件是南北战争，20世纪应该就是废除种族歧视。21世纪我还不知道是什么。 《绿皮书》要讲的事情，即便不知道故事梗概，看个海报，大概也知道了。类似话题，在好莱坞电影也不少见。 它所设置的矛盾，就是仍然有种族歧视存在的大环境，尤其是越往南，越不人道。这个歧视，也可以理解为不公，矛盾冲突。 白人司机来自底层，他对待这类问题的方法，都是拳头加铁头，没得商量。钢琴博士是黑人，却是个彬彬有礼的艺术家。他对待问题的方法，是忍让，迂回，然而，他用行动去证明，黑人也可以玩转高雅的艺术。这种角色取材于真实原型，但进步意义，也堪比《摘金奇缘》的男主，板型不是弱鸡男。 所以，《绿皮书》的最大看点，就是两个人如何完成南方之旅。同时，白人司机会改变看法，理解钢琴博士的苦衷。同样的，博士也会感受到白人司机的生存学问。 在电影里，白人司机几乎是一瞬间就消除了对有色人种的心理膈应——在金钱的诱惑之下。另一方面，由于生活区域的隔离，他对种族歧视的认知，没有也不可能有感同身受那回事。只有当他和博士捆绑在一起，那么，他才会感受到，自己也被践踏和冒犯。 我最喜欢的一幕… 许多人对这部电影的微词在于，作为《绿皮书》最大矛盾的，不应该是以钢琴家为主角么，结果呢，电影里，增肥大胃王阿拉贡的表现，显然更加抢眼，戏份占多。并且，最后用“同一个家”之类的温情脉脉，消解了爆发边缘的种族问题，纽约才是大家的港湾。
 纽约是这样的，不代表周围世界就只是这样的。司机也是走出了小小街区，才意识到大自然的美丽、美国的广袤和种族歧视之蛮横无端根深蒂固（可能至今未消）。博士偏向虎山行，以娴熟的技艺博白人富人和上流社会喝彩，则是另外一种迈出去的勇气。 钢琴博士与田野里的黑人互望，双方都不明白对方为什么刚好出现在那个位置上。他们没有言语，只有互望。对观看《绿皮书》的观众来说，固然只是在打量五十年前的美国种族歧视历史，然而，钢琴博士兼具了艺术家的高冷架子、黑人族群的压抑和“月光男孩”的孤独，通过阶级差的调和，一路向南的状况恶化，两个人达成了互相包容和理解。比如通过老套的写信方式，说明夫妻之间，人与人之间，都是需要主动寻求理解，表达感情的那一步。 总得有人站出来说 如果认真去看待种族歧视题材，或者对于斯派克李这样的导演。那么，今天的现状，可能没有《绿皮书》夸张，却也依然存在。再不然，总不能将这类题材，只留给黑人去控诉痛陈吧。 至于中国观众想要消除隔岸观火的心理，也只需把黑人，替换为某个族群（虽然还不完全是一回事），没有人敢收留之类的事情，其实同样可以在这个国家上演。 甚至有人说，中国才是歧视最严重的一个地方。其实吧，人和人的不同，在世界上任何一个地方都存在。城里的歧视乡下的，乡下的歧视山上的，山上的还歧视山里的……好比掌握了火枪技术的毛利人，把另外一个岛上的原住民也杀了个精光。肤色、体型、外观、衣着、语言，这些一眼可辨的东西，迅速把人类分成了大小不同的族群势力。但像《绿皮书》这些电影，它首先会告诉大家，人类还是要平等相待，这种普世价值，是大家应该共同维护的。无论你觉得假，惺惺作态，还是白人蒙了皮给黑人说话等等，这个大的方向和基础，它是没有错的。 有人说，这还需要电影去说教嘛？ 这些东西，其实跟勇气，正义，反抗都是一脉相承的。即便前人说了无限多，某个时期说得大家耳朵起茧了，它们还是要一再被说（终于绕回开头和标题了）。这才是文明社会前进的方向。 阿拉贡能增肥暴食，也放得下身段，尤其是硬扛起恶人时，真有《暴力史》附体风范。演员阿里也端得住，基本上没有破功的地方。唯一的偏差，大概就是对所要反映的主题，确实是点到即可，见好就收。最终社会大家庭，总会包容一切，道一声圣诞快乐，欢喜融融。 说到胖乌事件…… 
      ",跟着奥斯卡吃炸鸡,推荐,https://movie.douban.com/review/10021309/,10021309,绿皮书,木卫二
"
         一、地狱中的俄耳甫斯 地狱里的魔鬼，围着篝火的淘气小孩？ 二、所谓“高级人士” 托尼拒绝用唐给自己起“不拗口的、方便被人念出”的简化名 以他们的聪明才智与文化造诣，果然还是不能流利地读出我的名字哈哈哈 三、公路上的打情骂俏（误） 真香.jpg 四、那个不可以降解！ 骨头可以丢，塑料瓶子必须捡回来~  五、从“勒索信“”到情书 托尼因为文风粗犷被唐吐槽在写勒索信 情话：从入门到精通 六、肯尼迪：我可不是这么说的 即使这样也是真理！大声朗读并背诵全文！ 七、霸道司机爱上我（误） 从现在起，你去任何地方都得有我在身边，懂？ 欢迎补充 _(:3」∠)_  
      ",《绿皮书》有哪些爆笑的细节？,力荐,https://movie.douban.com/review/9915753/,9915753,绿皮书,韩唳
"
             这部电影我是在上映首周的周末就前去观看的，之所以去看当然是因为这部电影获得了奥斯卡最佳影片，而且看过的朋友反映很不错，不是晦涩的文艺片，所以我便欣然前往。     看完后觉得还是很不错的，故事讲得完整流畅，摄影也是十分给力，为观众展示了美国南境的壮丽风光。作为一个普通观众来说，我给出5颗星。具体有以下几点： 1.故事顺畅，柔顺丝滑，前后呼应。整部电影呢，导演没有玩什么花把势，就是用顺序的结构讲完整个故事，故事十分完整饱满，人物转变顺畅自然。如果说看漫威的电影像喝辛辣的可乐，那这部电影就像甘甜的清泉，让人十分舒畅。 2.故事有笑有泪，有冲突有温馨。整个故事虽然是顺序讲述，但不是平淡如水，其中充满看点，让人目不暇接。导演用镜头语言完美塑造了两位主角的形象，同时也刻画出他们的转变，让人觉得自然且高明。 3.摄影大赞，胶片感十足。故事背景是上世纪中期，由于不是本地人，所以在我看来还原的还是十分完美的。公路电影中的风景刻画当然是必不可少的，自然的长镜头运用完美展现广袤南部的魅力。 4.呼吁人人平等，拒绝种族歧视。这可以说是这部电影的核心，影片通过黑人钢琴家的遭遇，刻画了黑人兄弟在社会中受到的歧视。可以说十分有意义。 最后总结一下，这是一部值得一看的作品，没有什么难懂的地方，也不会因为不是黑人或白人而出现不理解，看完后也觉得挺有意义，自己有所升华，挺好。 
      ",有意义的温馨之作,力荐,https://movie.douban.com/review/10059324/,10059324,绿皮书,左手
"
         《绿皮书》 这是一个怎样的故事？ 我一开始是抱着这样的一种心态去揣摩这个电影标题的。从电影内容来看，我明白了绿皮书原来是一本专门为黑人写的旅游指南，比如哪些汽车旅馆或者酒店是可以招待黑人这样的一本手册。那么为什么会有这样约定俗成或者分门别类般的隔离呢？这当然离不开种族歧视。 在美国，种族歧视可以说是一个有一定年头的社会现实问题。从最早的完全歧视到后来黑人想要拿回属于自己的“人人平等”该有的同等权利而去抗争之后人们慢慢改变观念，对待。黑人的生活经历了很多苦恼纷争以及不公平。哪怕在现在讲求公平公正人人平等的现代社会中，黑人也或多或少受到一定的轻视。是的，还存在着一定程度的歧视。 马克吐温之前说过一句话我很喜欢，具体的段落我记不太清了。大致的意思就是：生活有时候比小说更加夸张和荒唐，因为小说虽然根据生活中的故事进行创作，但它还是具有作者一定的逻辑性，而生活本身，有时候有些事情真的荒唐不堪，毫无逻辑理性可言。 就比如今天我所看的这部电影，我想讲的这个故事，都充满了这种令人咋舌的东西。 “不会吧？” “怎么这样啊？” “也太令人生气了吧！”… 类似这样的感慨肯定从很多观众的脑海里蹦出来或者从他们的嘴巴里脱口而出。而事实就是这么不可避免得残酷。 电影艺术源自于生活。本故事根据真实的事件改编。 故事的主人公托尼和雪利就是这样一对本来半竿子都打不着的人物角色。但是因为托尼所在的夜总会暂时关闭，所以托尼暂时失去了他的酒保工作。当时伟大的音乐家雪利博士要去南方各地巡演，他需要招聘一个司机带他南下、护他周全。雪利博士恰好是一个黑人，他看中了托尼身上的硬汉气质，于是想雇佣托尼为自己的司机。为了一家大小的生计，本来就有些嫌弃黑人的托尼（托尼对黑人不友好的态度从一开始他妻子请两名黑人修理工到家来修东西时就看出，托尼的妻子请那两名修理工喝了薄荷冰茶，然后托尼看到了之后默默把杯子扔进了垃圾桶）答应了雪利博士的邀约。 在开头的时候从一个细节上就能看出雪利博士的绅士风度。他虽然内心很希望托尼可以和他一起南下，但是他知道托尼已婚并有孩子，为期两个月的巡演确实历时很久，所以他先打电话征得了托尼妻子的同意。 还有一个地方为下文的故事矛盾高潮埋下了伏笔。当托尼去应聘司机的时候，他坐的是低凳，而雪利博士坐在了高一个台阶的椅子上。雪利博士穿戴得像个非洲的酋长，有一种占据王位的高傲感，而托尼似乎矮了半截。 托尼，一个白人，开过垃圾车，当过酒保； 雪利博士，一名音乐家，取得心理学及音乐礼仪等各种博士学位，伟大的钢琴演奏家。 他们俩的身份就是有一种矛盾修饰法的感觉。白人按照固有思维去看似乎是比黑人更加高端的种族，但是托尼做的工作和他的资历显然没有雪利博士的高端。这种矛盾的伏笔使得后续的故事更加生动别致。 一开始的时候，雪利博士还嫌弃托尼话多，而且觉得他说话粗俗。而慢慢的，托尼从和雪利博士的对话中以及和他相处的日子里感受到了雪利博士的孤独和他的心事重重。 他在给他妻子信中写道：每当我从后视镜里看到雪利博士的时候，我总看到他一个人在那里深沉地思考着什么。 后来到了一个地方演出的时候，他要先去给雪利确认钢琴是否是专用的斯坦威时因剧院工作人员的懈怠和不屑而动武的时候，他第一次感受了被歧视对待的不悦。 演出很顺利，雪利博士有礼貌地微笑着。 到了肯塔基州，托尼朝着肯德基店狂奔而去买了最喜欢的全家桶一边开车一边吃鸡块，他吃得津津有味，而且他以刻板印象评论黑人们，觉得雪利博士应该也是爱吃炸鸡的。但是雪利博士说自己这辈子到目前为止都没有吃过炸鸡也不会去吃炸鸡。于是托尼给了他一个鸡腿，一开始雪利博士很抗拒说不要不要，但是嘴巴说着不要，鼻子和手却很诚实，他先是闻了闻说确实很香，后来又推辞说会掉在他铺在腿上的毯子上，在托尼的一再坚持下，他接过了鸡腿儿小心翼翼啃起来，也开始吃得津津有味。两个人一边吃一边开心大笑。他问道：那怎么处理这些吃完的鸡骨头呢？托尼笑了笑摇下了车窗随后一扔… 雪利博士也摇下了车窗学着扔出去了鸡骨头。后来当托尼把可乐杯往外一扔的时候，雪利博士让他掉头把杯子捡回来… 哈哈哈，也是非常保护环境了。 这让我想起了那一幕… 当他们开车经过商店停下来托尼去买东西捡起了掉落在地上的售卖品———绿石头的时候，雪利博士坚持让托尼付钱或者放回去。他说：你回去付钱了你心里会舒服一些。如果你想要我可以买来送给你。 他在教托尼做人不能做偷鸡摸狗的事情。哪怕是捡来的的，也要为商品付出代价。后来雪利博士因为他的身份和打扮被人欺负，托尼去救。在那一刻，我觉得托尼已经把雪利博士当成朋友了。歧视的事情不止一件两件，在去南方的路上，种族歧视愈发严重。比如，经过高级西装店，当服务员知道想试穿衣服的人是雪利博士而不是托尼的时候立马变脸，言辞强硬不允许雪利试穿高档西服，除非买下来。又比如，在一个地方演奏的间歇雪利博士想要上厕所却被主人告知不允许在室内而是要去室外的类似茅厕的地方以至于雪利博士要求开车回旅馆去上厕所。中间发生了很多事情，都能看出来黑人在美国所遭受的不公。 故事的发展也不全是这种令人深思和压抑的东西。悲伤情绪中也掺杂了很多幽默诙谐的内容。比如雪利博士说托尼给家里写信的方式很流水账，教托尼怎么写情书，最后托尼学会了自己写情书的这样一种情节，让人觉得很温馨很舒服。穿黄色格子西装的雪利看起来真是又温暖又帅气呢。 在他们去伯明翰演出的路上，下起了大雨，黑夜中被警车追逐，停下了车被检查，然后因为当地警察的无礼和歧视激怒了托尼，托尼把警察打了，自己和雪利博士也“成功”地进了警局。雪利博士很生气因为托尼的冲动而使得他们惹了麻烦且很可能耽误演出，所以在警局不放人的情况下，他捍卫了自己的权利，打了电话给总统高层，被释放。他觉得很羞耻，觉得自己给国家领导添了麻烦，他认为国家高层领导忙着处理国家大事，他不该因为个人小事而去打扰他们。 雪利博士说：只有尊严能帮你获胜，尊严永远！ 在最后一个地方演出的时候，酒店不仅只给雪利博士提供一个类似杂物间狭小破烂的更衣室，而且还不允许他进入餐厅用餐。多么讽刺！演奏家，晚会明星竟然被拒之于外，反而要求让他点餐去更衣室吃，或者让他出去orange bird（专门招待黑人的餐馆）就餐。雪利博士当然不同意，他要捍卫自己的权利和尊严，最后因为托尼的话，他取消了演奏，任凭酒店管理员怎么喊，他们都头也不回地走了。 最后他们走进了橘鸟餐厅，在餐厅里雪利博士的演奏得到了黑人同胞们的掌声以及餐馆演奏人员的肯定，他笑得很灿烂。 最后的一幕是为了在圣诞前夜能赶回家，托尼冒着大雪一直在开车，这一次又碰到警车在后面追，他停下了车，以为又有麻烦了，可是原来是警察看他们的左后车胎没气了，帮他们一起换好了车胎，还称呼他们俩都为Gentleman，祝他们圣诞快乐。这是不是就征兆着一种改观的希望和趋势？最后因为托尼太累了，雪利博士居然亲自开车让托尼睡在后座，平安托尼送回家。（这也告诉了我们不能疲劳驾车！😂）这个时候托尼已经不只是雪利博士的司机了，而是一路相伴的朋友。 最后他们终于到家了，当雪利博士喊醒正在后座熟睡的托尼时，托尼邀请博士和他一起回家过圣诞节。但是雪利委婉拒绝了。 托尼一回家就是一大家里亲戚的嘘寒问暖和雪利博士一回家的冷清寂寞形成了鲜明的对比。当然，托尼虽然回到家心里很开心但是他有几幕失落而若有所思的表情无法掩盖他的心事，他一定还在担心孤独的雪利该怎么度过本应热闹团圆的平安夜。 一个细节也告诉了观众托尼对黑人的态度的转变。当托尼的兄弟调侃他说和那个老黑相处如何之类的话时，托尼很严肃斥责说不许这么称呼雪利。全家人都惊讶他对黑人态度的转变，特别是他的妻子充满微笑地看着他，她很欣慰托尼的改变。另一方面，雪利博士拿出了幸运的绿石头看着它露出了微笑，他想起了和托尼一路上发生的种种，他想起了托尼说既然想念就不要等待。他去了托尼家。和托尼拥抱，和托尼的妻子拥抱，融入他们家，一起过节… … 温馨而充满了感动的画面。 电影虽然是关于种族歧视这种比较沉重的话题，但是整个基调却是很轻松很诙谐的。人总是喜欢用刻板印象和固有思维去评价别人，以貌取人，更有甚者，以一种高傲姿态去看待很多事物，这其实是一种病态的自我清高。人与人之间的关系应该是平等的，无论种族、阶级、工作学历差异等，都应该用一颗善良真诚的心去对待任何人。 绿皮书，一本黑人旅游住宿指南，更是一本反对种族歧视令人深思的书。 
      ",肤色差别不是我们之间友谊的障碍,力荐,https://movie.douban.com/review/10059205/,10059205,绿皮书,I FEEL YOU 💁🏻
"
         生活中总是充满个各种奇奇怪怪的困难，如果有一个善良的TONY做司机该多好啊~没有过多的思考，问题总是来了再解决，每件事情总是那么的突发而又好似经过精心安排。 再说说黑人男主角，面对自己的内心，希望能走向世界，打破世人对于种族的偏见。虽然有足够的勇气，奈何一个人的力量远远不足以改变世界。故事很真实，很感人，带给我们的是一种善良，平等与平常心的价值观。 
      ",温情善良之作,力荐,https://movie.douban.com/review/10062773/,10062773,绿皮书,如来神掌
"
         当时是朋友拉我一起去看的，一开始没有抱很大的期待，以为是一般的文艺片之类的，看这剧照，我以为电影叫绿皮车呢……但是往后看，平淡中掺杂着搞笑，笑完之后静下来又引人深思。怎么说呢，整个电影没有很复杂的剧情，但是看完心里有点怪怪的感觉，不知是同情剧里的那个黑人，还是对这种歧视内心的愤懑。是一部值得二刷的好电影，推荐。 
      ",平淡中让人深思,力荐,https://movie.douban.com/review/10064070/,10064070,绿皮书,Ok绷
"
         整个电影，作为一个故事，朴实而感人 虽然真实的事情好像有质疑 开车路上的风景很好，让人回想美国的平坦的大路，低蓝的天空 shirley 是一个黑人钢琴家，生活精致、气质高贵，热爱音乐，有自己的音乐，他是孤独的。在台上他充满感情的演出，音乐停止，面对白人听众露出标准的笑容；演出过后，他又是一个独自坐在酒店房间，独自喝酒，独自思考的黑人。对白人听众，台上的他是一个能够让白人自我感觉优越的表演家，下台的他就只是一个与其他黑人无异的黑人。而对黑人来说，他又是一个异类，能在高端地方做表演受到白人追捧的演奏家。他不属于任何地方。但最后，他在黑人club里与其他人合奏而极度投入，以及最后他来到tony家中一起过圣诞节，可能他突破了心里的孤独，第一步很重要 tony是白人，被招聘为shirley当司机。在旅途中，他改变了对黑人的态度，两人成为好朋友。 整个影片有笑点，也很暖 不过，现实中平权的道路大概还是艰难的 
      ",绿皮书,推荐,https://movie.douban.com/review/10066447/,10066447,绿皮书,SUPERCHERRY
"
         最喜欢这两句： Because genius is not enough.  if I'm not black enough, and if I'm not white enough,and if I'm not man enough… 自己最深的三点： 1、控制情绪： 电影里夜晚开车对警察的不满直接影响到了后续演出，所以有情绪的对话只会让事情变得更复杂； 2、人是多面的 在哪个群体中就去展现那一面 享受融入的快乐 但要有自己的底线标准： 唐可以在舞台上演奏高雅，也可以在黑人酒吧一起欢乐，当然，在酒吧他还是把不知谁的酒杯从钢琴上挪了下来，这个点其实很有意思，他热爱音乐这是他对音乐的尊重；（当然通过他的自述中可以发现他对自己的音乐才华还是有一丢丢小骄傲哒～ 3、亲人 朋友 爱人 也很重要 to be alone but not lonely： 最后一起过圣诞的画面非常欢乐 唐和妻子弟弟关系疏远但其实他非常需要人关爱的 高傲而有孤独 （俗称傲娇！ PS：I also want a letter!!! “Falling in love with you was the easiest thing I have ever donne."" Marry Christmas~~虽然不是圣诞哈哈应一下景 
      ","一个人电影系列——绿皮书
20190303",推荐,https://movie.douban.com/review/10064115/,10064115,绿皮书,乙醇
"
         终于去电影院补上了《绿皮书》。 在影片末尾，Tony和Don在平安夜冒着大雪赶路，再一次被警察拦下，那一瞬间我的确感到了一些忐忑。然而警察只是提醒他们的车胎有问题需要更换，并且在离开时说了一句：Merry Christmas。这一句话，让我产生了错觉，仿佛回到了在意大利的那几个圣诞节。在节日期间，我去过的每一家店，我出门遇到的陌生人们，眼神交汇之际，就会赠与我一句来自于带着微笑的“Buon Natale（圣诞快乐）”。我的心中立刻产生一种感情，它类似于感动，但是不会让我心潮澎湃，也不会让我慷慨激昂，更不会让我泪如雨下。这种感觉，比感动更平和，更细腻，更悄无声息。它不会像一股暖流涌入心中，而是弥漫在整个空气中，如烛光一般带着热度与光明。 后来我擅自将其称之为——圣诞节的快乐，并把它当做我心中对圣诞节气氛的完美定义，没有隔阂与冷漠，只有温馨和平凡。 看完这部电影之后的我，像是喝了一杯红酒一般。我感受到浑身的血液在流动，无处不在，温柔而温暖。 
      ",Buon Natale,力荐,https://movie.douban.com/review/10068891/,10068891,绿皮书,Caramelindigo
"
         也许是意大利人天生的艺术天赋，造就了Tony欣赏音乐的天分，也给与了他重新认识世界的方式，他也用他的“lip”技能，教会了doc如何去争取自尊，而不是委曲求全。其实整片看下来，这是一部最不像奥斯卡的奥斯卡最佳影片，搜索了往届获奖影片，好像没有喜剧吧，虽然说种族的电影很多，但是以喜剧的方式来叙述，真的很少。不过无论从演技，特别是doc看到田地里面的黑人看着自己时，那种无奈却又矛盾眼神，还是从剧情的推进，都让这部不那么奥斯卡的电影，实至名归。 
      ",《绿皮书》一部非典型奥斯卡的奥斯卡最佳影片,力荐,https://movie.douban.com/review/10066488/,10066488,绿皮书,daivy
